Group_id	Spider_classification	Utterance_id	Base_paraphrase	Portuguese_utterance	English_utterance	Domain_value_generic	English_SQL_statement	Portuguese_SQL_statement	Events_cases_classification	Projection_classification	Condition_classification	Condition_group_classification	Purpose_classification	Wh_classification	Ambiguity	Projection_aggregation	Groupby	IUEN	Subselect_condition	Subselect_having	Subselect_from	Subselect_with
86	no_hardness	707	paraphrase	Em quais instâncias de processos, com marcação de início ou fim da viagem, não foram observadas a solicitação e efetuação de pagamento?	In which instances of processes, marking the beginning or end of the trip, were the payment request and execution not observed?	Domain	SELECT DISTINCT idcase from event_log WHERE (activity = 'Start trip' OR activity = 'End trip') and idcase NOT IN (SELECT idcase from event_log WHERE activity = 'Request payment' INTERSECT SELECT idcase from event_log WHERE activity = 'Payment handled') 	SELECT DISTINCT idcase from event_log WHERE (activity = 'Início da viagem' OR activity = 'Fim da viagem') and idcase NOT IN (SELECT idcase from event_log WHERE activity = 'Requisição de pagamento' INTERSECT SELECT idcase from event_log WHERE activity = 'Pagamento efetuado')	cases	case	activity	none	perspective - control flow;conformance	which	no	none	no	yes	yes	no	no	no
86	no_hardness	708	paraphrase	Em quais declarções de viagens com marcação de início ou fim da viagem não foram observadas a solicitação e efetuação de pagamento?	In which travel declarations marking the beginning or end of the trip were the payment request and execution not observed?	Domain	SELECT DISTINCT idcase from event_log WHERE (activity = 'Start trip' OR activity = 'End trip') and idcase NOT IN (SELECT idcase from event_log WHERE activity = 'Request payment' INTERSECT SELECT idcase from event_log WHERE activity = 'Payment handled') 	SELECT DISTINCT idcase from event_log WHERE (activity = 'Início da viagem' OR activity = 'Fim da viagem') and idcase NOT IN (SELECT idcase from event_log WHERE activity = 'Requisição de pagamento' INTERSECT SELECT idcase from event_log WHERE activity = 'Pagamento efetuado')	cases	case	activity	none	perspective - control flow;conformance	which	no	none	no	yes	yes	no	no	no
86	no_hardness	709	paraphrase	Quais viagens foram iniciadas ou terminadas e que ainda não tiveram seus pagamentos solicitados ou efetuados?	Which trips have started or ended and payments have still not yet been requested or made?	Domain	SELECT DISTINCT idcase from event_log WHERE (activity = 'Start trip' OR activity = 'End trip') and idcase NOT IN (SELECT idcase from event_log WHERE activity = 'Request payment' INTERSECT SELECT idcase from event_log WHERE activity = 'Payment handled') 	SELECT DISTINCT idcase from event_log WHERE (activity = 'Início da viagem' OR activity = 'Fim da viagem') and idcase NOT IN (SELECT idcase from event_log WHERE activity = 'Requisição de pagamento' INTERSECT SELECT idcase from event_log WHERE activity = 'Pagamento efetuado')	cases	case	activity	none	perspective - control flow;conformance	which	no	none	no	yes	yes	no	no	no
																						
87	no_hardness	710	base	Liste todos os eventos que não estão associados a recursos.	List all events that are not associated with resources.	Generic	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	none	no	none	no	no	no	no	no	no
87	no_hardness	711	paraphrase	Relacione os eventos em que não foram utilizados ou reportado o uso de recursos.	List events in which resources were not used or reported.	Generic	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	none	no	none	no	no	no	no	no	no
87	no_hardness	712	paraphrase	Quais são os eventos que não estão associados a recursos?	What are the events that are not associated with resources?	Generic	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	what	no	none	no	no	no	no	no	no
87	no_hardness	713	paraphrase	Recupere os eventos que não estão associados a recursos.	Retrieve events that are not associated with resources.	Generic	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	none	no	none	no	no	no	no	no	no
87	no_hardness	714	paraphrase	Liste todos os eventos para os quais nenhum recurso foi associado.	List all events for which no resources are associated.	Generic	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	none	no	none	no	no	no	no	no	no
87	no_hardness	715	paraphrase	Quais são os eventos aos quais nenhum recurso foi associado?	What are the events that no resources have been associated with?	Generic	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	what	no	none	no	no	no	no	no	no
87	no_hardness	716	paraphrase	Recupere os eventos para os quais nenhum recurso foi associado.	Retrieve events with which no resource was associated.	Generic	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	none	no	none	no	no	no	no	no	no
87	no_hardness	717	paraphrase	Faça um relatório de todas as intervenções em que não foram alocados, ou não foi reportada a alocação, de funcionários.	Make a report of all interventions in which employees were not allocated, or the allocation was not reported.	Domain	SELECT * FROM event_log WHERE resource IS NULL	SELECT * FROM event_log WHERE resource IS NULL	events	event	resource	none	perspective - resource	none	no	none	no	no	no	no	no	no
																						
88	easy	718	base	Quais casos tiveram o seu primeiro registro de log antes no mês de março de 2017?	Which cases had their first log record before March 2017?	Value	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	719	paraphrase	Quais casos iniciaram antes de março de 2017 ?	Which cases started before March 2017?	Value	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	720	paraphrase	Em quais casos a primeira execução de atividade ocorreu antes de março de 2017?	In which cases did the first performance of activity occur before March 2017?	Value	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	721	paraphrase	Quais instâncias de processos iniciaram antes de março de 2017 ?	Which process instances started before March 2017?	Value	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	722	paraphrase	Quais instâncias de processos tiveram o seu primeiro registro de log antes no mês de março de 2017?	Which process instances had their first log record before March 2017?	Value	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	723	paraphrase	Em quais instâncias de processos a primeira execução de atividade ocorreu antes de março de 2017?	In which process instances did the first activity performance occur before March 2017?	Value	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	724	paraphrase	Quais declarações começaram a ser processadas antes de março de 2017?	Which declarations began to be processed before March 2017?	Domain	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	725	paraphrase	Quais declarações tiveram a primeira intervenção registrada no sistema antes de março de 2017?	Which declarations had the first intervention registered in the system before March 2017?	Domain	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
88	easy	726	paraphrase	Para quais declarações houve um registro de intervenção antes de março de 2017?	For which declarations was there an intervention record before March 2017?	Domain	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	yes	none	yes	no	no	no	no	no
88	easy	727	paraphrase	Registros de processamento começaram a ocorrer antes de março de 2017 para quais declarações?	Processing records began occurring before March 2017 for which declarations?	Domain	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	select idcase from event_log GROUP BY idcase HAVING min(timestamp) < '2017-03-01'	cases	case	none	having	perspective - temporal	which	no	none	yes	no	no	no	no	no
																						
89	no_hardness	728	base	Quais casos foram iniciados com a execução da atividade 'início da viagem' em março de 2017.	Which cases were started with the performance of the 'start trip' activity in March 2017.	Value	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Start trip'	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Início da viagem'	cases	case	activity	having	perspective - control flow;perspective - temporal	which	no	none	yes	no	no	no	yes	no
89	no_hardness	729	paraphrase	Em quais casos a atividade 'início da viagem' foi primeiramente executada e no período de 1/03/2017 a 31/03/2017?	In which cases was the 'start trip' activity carried out first and in the period from 3/01/2017 to 3/31/2017?	Value	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Start trip'	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Início da viagem'	cases	case	activity	having	perspective - control flow;perspective - temporal	which	no	none	yes	no	no	no	yes	no
89	no_hardness	730	paraphrase	Quais são os casos iniciados pela execução da atividade 'início da viagem' em março de 2017?	What are the cases initiated by executing the 'start trip' activity in March 2017?	Value	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Start trip'	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Início da viagem'	cases	case	activity	having	perspective - control flow;perspective - temporal	what	no	none	yes	no	no	no	yes	no
89	no_hardness	731	paraphrase	Liste os identificadores dos casos nos quais houve execução da atividade 'início da viagem' associada ao primeiro evento, necessariamente no mês de março de 2017.	List the identifiers of the cases in which the 'start trip' activity associated with the first event was carried out, necessarily in March 2017.	Value	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Start trip'	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Início da viagem'	cases	case	activity	having	perspective - control flow;perspective - temporal	none	no	none	yes	no	no	no	yes	no
89	no_hardness	732	paraphrase	Recupere as instâncias de processo nas quais a atividade 'início da viagem' foi a primeira a ser executada e dentro do período de 1/03/2017 a 31/03/2017. Informe apenas o identificador dessas instâncias de processo.	Retrieve the process instances in which the 'start trip' activity was the first to be performed and within the period from 03/1/2017 to 03/31/2017. Report only the identifier of these process instances.	Value	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Start trip'	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Início da viagem'	cases	case	activity	having	perspective - control flow;perspective - temporal	none	no	none	yes	no	no	no	yes	no
89	no_hardness	733	paraphrase	Liste os identificadores das instâncias de processo cujo primeiro evento é referente à atividade 'início da viagem' e ocorreu entre 1/03/2017 a 31/03/2017.	List the identifiers of the process instances whose first event refers to the 'start trip' activity and occurred between 03/1/2017 and 03/31/2017.	Value	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Start trip'	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Início da viagem'	cases	case	activity	having	perspective - control flow;perspective - temporal	none	no	none	yes	no	no	no	yes	no
89	no_hardness	734	paraphrase	Quais declarações iniciaram a partir da informação de início da viagem em março do ano de 2017?	Which declarations started with the start of the trip information in March 2017?	Domain	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Start trip'	select DISTINCT idcase FROM (select idcase, timestamp, activity FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MIN(timestamp)) = '2017-03') where activity = 'Início da viagem'	cases	case	activity	having	perspective - control flow;perspective - temporal	which	no	none	yes	no	no	no	yes	no
																						
90	medium	735	base	Quais recursos atuaram mais de cinco vezes em um mesmo caso?	Which resources acted more than five times in the same case?	Generic	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	which	no	none	yes	no	no	no	no	no
90	medium	736	paraphrase	Liste todos os recursos que atuaram mais de cinco vezes em um mesmo caso.	List all resources that acted more than five times in the same case.	Generic	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	none	no	none	yes	no	no	no	no	no
90	medium	737	paraphrase	Quais recursos atuaram mais de cinco vezes em um mesmo caso?	Which resources acted more than five times in the same case?	Generic	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	which	no	none	yes	no	no	no	no	no
90	medium	738	paraphrase	Se um recurso atuou mais de cinco vezes em um mesmo caso, liste o nome do recurso.	If a resource acted more than five times in the same case, list the name of the resource.	Generic	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	none	no	none	yes	no	no	no	no	no
90	medium	739	paraphrase	Caso um recurso tenha atuado em mais de cinco eventos em um mesmo caso, liste o nome deste recurso.	If a resource has acted on more than five events in the same case, list the name of this resource.	Generic	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	how	no	none	yes	no	no	no	no	no
90	medium	740	paraphrase	Liste os recursos que trabalharam na execução de mais de cinco eventos em um mesmo caso.	List the resources that worked on executing more than five events in the same case.	Generic	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	none	no	none	yes	no	no	no	no	no
90	medium	741	paraphrase	Quais recursos foram alocados para mais de cinco eventos em um mesmo caso?	What resources were allocated to more than five events in the same case?	Generic	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	what	no	none	yes	no	no	no	no	no
90	medium	742	paraphrase	Quais recursos atuaram mais de cinco vezes em um declaração?	Which resources acted more than five times on a declaration?	Domain	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	which	no	none	yes	no	no	no	no	no
90	medium	743	paraphrase	Quais recursos atuaram mais de cinco vezes em uma única declaração?	Which resources acted more than five times on a single declaration?	Domain	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	which	no	none	yes	no	no	no	no	no
90	medium	744	paraphrase	Quais são os colaboradores que trabalharam em mais de cinco intervenções em uma única declaração?	Which collaborators worked on more than five interventions in a single declaration?	Domain	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	which	no	none	yes	no	no	no	no	no
90	medium	745	paraphrase	Quais os recursos que têm mais de 5 atuações em uma única declaração?	Which resources have more than 5 actions in a single declaration?	Domain	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	SELECT DISTINCT resource FROM event_log GROUP BY resource, idcase HAVING COUNT(*) > 5	cases	resource	none	having	perspective - resource	which	no	none	yes	no	no	no	no	no
																						
91	hard	746	base	Quais atividades aparecem mais vezes no log de eventos?	Which activities appear most often in the event log?	Generic	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	events	activity	none	having	perspective - control flow	which	no	none	yes	no	no	yes	no	no
91	hard	747	paraphrase	Quais são as atividades mais recorrentes no log?	What are the most recurring activities in the log?	Generic	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	events	activity	none	having	perspective - control flow	what	no	none	yes	no	no	yes	no	no
91	hard	748	paraphrase	Qual é o nome das atividades que foram executadas mais vezes nesse processo de negócio?	What are the names of the activities that were performed most times in this business process?	Generic	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	events	activity	none	having	perspective - control flow	what	no	none	yes	no	no	yes	no	no
91	hard	749	paraphrase	Informe o nome das atividades mais frequente nesse log de eventos.	Report the name of the most frequent activities in this event log.	Generic	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	events	activity	none	having	perspective - control flow	none	no	none	yes	no	no	yes	no	no
91	hard	750	paraphrase	Quais são as ações mais comuns no processamento de declarações?	What are the most common actions when processing declarations?	Domain	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	SELECT activity from event_log GROUP BY activity HAVING  COUNT(*) = (SELECT COUNT(*) FROM event_log  GROUP BY activity ORDER BY COUNT(*)  desc LIMIT 1) 	events	activity	none	having	perspective - control flow	what	no	none	yes	no	no	yes	no	no
																						
92	extra	751	base	Apresente em ordem descrescente, os 10 recursos que mais atuaram na atividade 'declaração final aprovada pelo supervisor'.	Present, in descending order, the 10 resources that performed the most in the 'declaration final approved by supervisor' activity.	Value	select resource FROM event_log where activity = 'Declaration final approved by supervisor' group by resource HAVING COUNT(*) IN (select COUNT(*) from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC limit 10) ORDER BY COUNT(*) DESC 	select resource FROM event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource HAVING COUNT(*) IN (select COUNT(*) from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC limit 10) ORDER BY COUNT(*) DESC 	events	resource	activity	having	descriptive statistics - resource;perspective - control flow	none	no	none	yes	no	no	yes	no	no
92	extra	752	paraphrase	Quais os 10 recursos que mais atuaram na atividade 'declaração final aprovada pelo supervisor'? Considerando do maior para o menor.	Which 10 resources were most used in the 'declaration final approved by supervisor' activity? Considering from largest to smallest.	Value	select resource FROM event_log where activity = 'Declaration final approved by supervisor' group by resource HAVING COUNT(*) IN (select COUNT(*) from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC limit 10) ORDER BY COUNT(*) DESC 	select resource FROM event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource HAVING COUNT(*) IN (select COUNT(*) from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC limit 10) ORDER BY COUNT(*) DESC 	events	resource	activity	having	descriptive statistics - resource;perspective - control flow	none	no	none	yes	no	no	yes	no	no
92	extra	753	paraphrase	Preciso saber quem são os dez funcionários que mais aprovaram uma declaração, em definitivo, usando a posição de supervisor. A lista deve ser apresentada do funcionário mais alocado na atividade para o funcionário menos alocado.	I need to know who are the ten employees who most approved a declaration, definitively, using the supervisor position. The list must be presented from the employee most allocated to the activity to the employee least allocated.	Domain	select resource FROM event_log where activity = 'Declaration final approved by supervisor' group by resource HAVING COUNT(*) IN (select COUNT(*) from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC limit 10) ORDER BY COUNT(*) DESC 	select resource FROM event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource HAVING COUNT(*) IN (select COUNT(*) from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC limit 10) ORDER BY COUNT(*) DESC 	events	resource	activity	having	descriptive statistics - resource;perspective - control flow	none	no	none	yes	no	no	yes	no	no
																						
93	hard	754	base	Liste os recursos existente no log de eventos em ordem descrescente do número de vezes em que cada um deles atuou na atividade 'declaração final aprovada pelo supervisor'. 	List the existing resources in the event log in descending order of the number of times each of them acted on the 'declaration final approved by supervisor' activity.	Value	select resource from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC	select resource from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC	events	resource	activity	none	descriptive statistics - resource	none	no	none	yes	no	no	no	no	no
93	hard	755	paraphrase	Liste todos os recursos de forma descrescente considerando o número de vezes em que cada um foi associado à execução da atividade 'declaração final aprovada pelo supervisor'.	List all resources in descending order considering the number of times each one was associated with the performance of the 'declaration final approved by supervisor' activity.	Value	select resource from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC	select resource from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC	events	resource	activity	none	descriptive statistics - resource	none	no	none	yes	no	no	no	no	no
93	hard	756	paraphrase	Apresente uma lista dos recursos que atuaram na execução da atividade 'declaração final aprovada pelo supervisor'. Ordene a lista pelo número de vezes em que cada recurso esteve associado à atividade.	Present a list of the resources that acted in carrying out the 'declaration final approved by supervisor' activity. Sort the list by the number of times each resource was associated with the activity.	Value	select resource from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC	select resource from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC	events	resource	activity	none	descriptive statistics - resource	none	no	none	yes	no	no	no	no	no
93	hard	757	paraphrase	Apresente os recursos presentes no log de eventos ordenando os por ordem descrescente do número de vezes em que cada um atuou na atividade 'declaração final aprovada pelo supervisor'.	Present the resources present in the event log in descending order according to the number of times each one acted on the 'declaration final approved by supervisor' activity.	Value	select resource from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC	select resource from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC	events	resource	activity	none	descriptive statistics - resource	none	no	none	yes	no	no	no	no	no
93	hard	758	paraphrase	Preciso saber quem são os funcionários que aprovaram uma declaração, em definitivo, usando a posição de supervisor. A lista deve ser apresentada do funcionário mais alocado na atividade para o funcionário menos alocado.	I need to know who the employees are that definitively approved a declaration, using the position of supervisor. The list must be presented from the employee most allocated to the activity to the employee least allocated.	Domain	select resource from event_log where activity = 'Declaration final approved by supervisor' group by resource order by count(*) DESC	select resource from event_log where activity = 'Declaração final aprovada pelo supervisor' group by resource order by count(*) DESC	events	resource	activity	none	descriptive statistics - resource	none	no	none	yes	no	no	no	no	no
																						
94	no_hardness	759	base	Em quantos casos os recursos Eugene ou Marie foram associados à execução da atividade 'declaração aprovada pelo responsável pelo orçamento'?	In how many cases were the Eugene or Marie resources associated with the performance of the 'declaration approved by budget owner' activity?	Value	select count(distinct idcase) from event_log where activity = 'Declaration approved by budget owner' AND (resource = 'Marie' or resource = 'Eugene')	select count(distinct idcase) from event_log where activity = 'Declaração aprovada pelo responsável pelo orçamento' AND (resource = 'Marie' or resource = 'Eugene')	cases	case	activity;resource	none	descriptive statistics - resource;perspective - control flow	how	no	aggregate	no	no	no	no	no	no
94	no_hardness	760	paraphrase	Em quantos casos houve associação entre os recursos Eugene ou Marie e a execução da atividade 'declaração aprovada pelo responsável pelo orçamento'?	In how many cases was there an association between the Eugene or Marie resources and the performance of the 'declaration approved by budget owner' activity?	Value	select count(distinct idcase) from event_log where activity = 'Declaration approved by budget owner' AND (resource = 'Marie' or resource = 'Eugene')	select count(distinct idcase) from event_log where activity = 'Declaração aprovada pelo responsável pelo orçamento' AND (resource = 'Marie' or resource = 'Eugene')	cases	case	activity;resource	none	descriptive statistics - resource;perspective - control flow	how	no	aggregate	no	no	no	no	no	no
94	no_hardness	761	paraphrase	Informe a quantidade de casos em que a atividade 'declaração aprovada pelo responsável pelo orçamento' foi associada aos recursos Eugene ou Marie.	Report the number of cases in which the 'declaration approved by budget owner' activity was associated with the Eugene or Marie resources.	Value	select count(distinct idcase) from event_log where activity = 'Declaration approved by budget owner' AND (resource = 'Marie' or resource = 'Eugene')	select count(distinct idcase) from event_log where activity = 'Declaração aprovada pelo responsável pelo orçamento' AND (resource = 'Marie' or resource = 'Eugene')	cases	case	activity;resource	none	descriptive statistics - resource;perspective - control flow	none	no	aggregate	no	no	no	no	no	no
94	no_hardness	762	paraphrase	Em quantos casos a atividade 'declaração aprovada pelo responsável pelo orçamento' foi associada aos recursos Eugene ou Marie?	In how many cases was the 'declaration approved by budget owner' activity associated with the Eugene or Marie resources?	Value	select count(distinct idcase) from event_log where activity = 'Declaration approved by budget owner' AND (resource = 'Marie' or resource = 'Eugene')	select count(distinct idcase) from event_log where activity = 'Declaração aprovada pelo responsável pelo orçamento' AND (resource = 'Marie' or resource = 'Eugene')	cases	case	activity;resource	none	descriptive statistics - resource;perspective - control flow	how	no	aggregate	no	no	no	no	no	no
94	no_hardness	763	paraphrase	Em quantos casos eventos relacionados à atividade 'declaração aprovada pelo responsável pelo orçamento' foram associados aos recursos Eugene ou Marie?	In how many cases were events related to the 'declaration approved by budget owner' activity associated with the Eugene or Marie resources?	Value	select count(distinct idcase) from event_log where activity = 'Declaration approved by budget owner' AND (resource = 'Marie' or resource = 'Eugene')	select count(distinct idcase) from event_log where activity = 'Declaração aprovada pelo responsável pelo orçamento' AND (resource = 'Marie' or resource = 'Eugene')	cases	case	activity;resource	none	descriptive statistics - resource;perspective - control flow	how	no	aggregate	no	no	no	no	no	no
